物品ID,名字,描述(31汉字),物品详细描述（127汉字）,物品类型描述,物品栏图片,物品栏图片,物品栏图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,为1表示：物品不可以丢弃销毁,出售标志,买入价格,购物卷买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切换地图是否消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,生活材料描述
80940,[三档]宠物技能书原料B,道具,★  [a]用途：[/]通过庄园宠物技能魔法塔可以翻译出宠物技能书#★  [a]获取：[/]庄园种植园中收获植物果实时有概率获得#★  [a]说明：[/]收集到A和B原料后，通过庄园宠物技能魔法塔翻译，完成后可获得宠物技能书,道具,2183,2183,2183,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80941,[四档]宠物技能书原料B,道具,★  [a]用途：[/]通过庄园宠物技能魔法塔可以翻译出宠物技能书#★  [a]获取：[/]庄园种植园中收获植物果实时有概率获得#★  [a]说明：[/]收集到A和B原料后，通过庄园宠物技能魔法塔翻译，完成后可获得宠物技能书,道具,2183,2183,2183,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80942,[五档]宠物技能书原料B,道具,★  [a]用途：[/]通过庄园宠物技能魔法塔可以翻译出宠物技能书#★  [a]获取：[/]庄园种植园中收获植物果实时有概率获得#★  [a]说明：[/]收集到A和B原料后，通过庄园宠物技能魔法塔翻译，完成后可获得宠物技能书,道具,2183,2183,2183,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80943,[六档]宠物技能书原料B,道具,★  [a]用途：[/]通过庄园宠物技能魔法塔可以翻译出宠物技能书#★  [a]获取：[/]庄园种植园中收获植物果实时有概率获得#★  [a]说明：[/]收集到A和B原料后，通过庄园宠物技能魔法塔翻译，完成后可获得宠物技能书,道具,2183,2183,2183,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80944,[七档]宠物技能书原料B,道具,★  [a]用途：[/]通过庄园宠物技能魔法塔可以翻译出宠物技能书#★  [a]获取：[/]庄园种植园中收获植物果实时有概率获得#★  [a]说明：[/]收集到A和B原料后，通过庄园宠物技能魔法塔翻译，完成后可获得宠物技能书,道具,2183,2183,2183,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80945,[八档]宠物技能书原料B,道具,★  [a]用途：[/]通过庄园宠物技能魔法塔可以翻译出宠物技能书#★  [a]获取：[/]庄园种植园中收获植物果实时有概率获得#★  [a]说明：[/]收集到A和B原料后，通过庄园宠物技能魔法塔翻译，完成后可获得宠物技能书,道具,2183,2183,2183,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80946,动力源,场景消耗材料,★  [a]用途：[/]用于抵挡天空都市的能量射线侵袭#★  [a]说明：[/]在天空都市活动时，[255:0:255]每分钟消耗1个动力源[/]；当动力源数量[255:0:255]小于1[/]时，玩家将受到能量侵袭影响而[255:0:255]无法使用技能[/],场景消耗材料,2362,2362,2362,2,3,1,0,0,,0,0,1,,,,25,25,0,,,,9999,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80947,废旧的金属,冲车制造材料,★  [a]用途：[/]用于制作“蛮牛战车”#★  [a]获取：[/]天空都市的怪物均有概率掉落,冲车制造材料,2364,2364,2364,2,3,1,0,0,,0,0,,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80948,可回收金属,冲车制造材料,★  [a]用途：[/]用于制作“高阶蛮牛战车”#★  [a]获取：[/]天空都市的怪物均有概率掉落,冲车制造材料,2363,2363,2363,2,3,1,0,0,,0,0,,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80949,晶源卡牌,特殊道具,★  [a]用途：[/]用于挑战天空都市隐藏BOSS的凭证道具#★  [a]获取：[/]通过四档佣兵团任务，击杀天空都市各大BOSS，其他活动均可获得#★  [a]说明：[/]拥有穿梭古老神殿的神秘力量,特殊道具,2365,2365,2365,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,9999,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80950,二档升档魔晶,升档道具,★  [a]用途：[/]可以用于二档装备升档改造#★  [a]获取：[/]试练空间通关后有概率获得#★  [a]说明：[/]在主城[255:0:255]研究所[/]→寻找[255:0:255]装备改造师[/]→选择[255:0:255]装备升档[/]功能条→放入足够的[255:0:255]二档升档魔晶[/]→开始升档,升档道具,2359,2359,2359,2,3,1,5020,0,,0,0,,,,,4000,4000,0,40,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80951,三档升档魔晶,升档道具,★  [a]用途：[/]可以用于三档装备升档改造#★  [a]获取：[/]击杀英雄之塔BOSS、英雄防守BOSS有概率获得。其次三环副本以及幸运星也有几率产出#★  [a]说明：[/]在主城[255:0:255]研究所[/]→寻找[255:0:255]装备改造师[/]→选择[255:0:255]装备升档[/]功能条→放入足够的[255:0:255]三档升档魔晶[/]→开始升档,升档道具,2360,2360,2360,2,3,1,5020,0,,0,0,,,,,4000,4000,0,40,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80952,四档升档魔晶,升档道具,★  [a]用途：[/]可以用于四档装备升档改造#★  [a]获取：[/]击杀英雄之塔BOSS、英雄防守BOSS、天空都市精英及BOSS均有概率获得。其次神秘之地、深寒地宫、财神宝箱、夺宝奇兵活动也有几率产出#★  [a]说明：[/]在主城[255:0:255]研究所[/]→寻找[255:0:255]装备改造师[/]→选择[255:0:255]装备升档[/]功能条→放入足够的[255:0:255]四档升档魔晶[/]→开始升档,升档道具,2361,2361,2361,2,3,1,0,0,,0,0,,,,,4000,4000,0,40,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80953,能量晶石,任务物品,★  [a]说明：[/]右键点击能量晶石，开启异次空间门,任务物品,53118,53118,53118,2,3,1,0,0,,0,0,1,,1,1,0,0,0,,,,1000,1,-1,1,,-1,0,,,1,StoryTask_QB_WB_PlayGotoMap,,,,1,0,,,,,,
80954,宠物品质强化魔石,道具,★  [a]用途：[/]宠物品质强化时所需道具#★  [a]获取：[/]商城出售#★  [a]说明：[/]宠物品质最高可强化至5星，宠物品质越高，各属性成长能力也会更高。,宠物强化道具,2670,2670,2670,2,3,1,5036,0,,0,0,,,,,10000,20000,0,100,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82001,英灵之魂,兑换材料,★  [a]用途：[/]可以用于兑换各种道具及装备#★  [a]获取：[/]通关英雄之塔5、10、15、20、25层后奖励#★  [a]说明：[/]兑换NPC为月暮草场的[255:0:255]守护者巴赫（203，163）[/]、[255:0:255]守护者巴顿（189，162）[/],兑换材料,2352,2352,2352,2,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,9999,,-1,0,,-1,0,,,,,,,,,0,,,,,,
82002,时装碎片,改造材料,★  [a]用途：[/]可提高时装提升时获得黄金时装的几率#★  [a]获取：[/]在提升时装档次失败时获得,改造材料,53026,53026,53026,2,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82003,周年金币,周年道具,★  [a]用途：[/]在[255:0:255]周年庆典使者[/]（麦穗平原：66，59）（暗礁海：107，33）（沙暴绿洲：227，314）处可兑换丰富的奖励#★  [a]获取：[/]财神宝箱、深寒地宫、神秘之地、夺宝奇兵活动中均有几率获得非绑定周年金币；另外通过周年宝箱开启与击杀周年财兔也有几率获得绑定周年金币#★  [a]说明：[/]同一队伍中有成员使用非绑定周年金币时，队伍所有成员均有几率获得绑定周年金币。,周年道具,2383,2383,2383,2,3,1,0,0,,0,0,,,,1,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82004,超级经验兑换券,经验兑换道具,★  [a]用途：[/]右键使用可以兑换经验，每张券可兑换[/][255:0:255]10000点经验[/]#★  [a]获取：[/]暂无,经验兑换道具,2433,2433,2433,2,3,1,0,0,,0,0,1,,,1,10,10,0,,,,9999,,-1,0,,-1,0,,,1,SkillGoods_JYDHQ1_GoodsCallFunc,,,,,0,,,,,,
82005,芙蓉晶(男),天缘水晶,★  [a]用途：[/]找到与自己天缘水晶颜色一致的异性，即可组队进入 “灵犀幻境”[255:0:255]（组队后任意一人点击此物品进入副本）[/]#★  [a]获取：[/]春节活动期间，系统赠送#★  [a]说明：[/]进入特殊副本“灵犀幻境”后，成功通过考验者，便可以获得丰富的奖励。,天缘水晶,2480,2480,2480,2,3,1,0,0,25,0,0,1,1,1,1,0,0,0,,,,1000,,-1,0,,-1,0,,,1,TianYuanShuiJingUse,,,,1,0,,,,,,
82006,芙蓉晶(女),天缘水晶,★  [a]用途：[/]找到与自己天缘水晶颜色一致的异性，即可组队进入 “灵犀幻境”[255:0:255]（组队后任意一人点击此物品进入副本）[/]#★  [a]获取：[/]春节活动期间，系统赠送#★  [a]说明：[/]进入特殊副本“灵犀幻境”后，成功通过考验者，便可以获得丰富的奖励。,天缘水晶,2479,2479,2479,2,3,1,0,0,25,0,0,1,1,1,1,0,0,0,,,,1000,,-1,0,,-1,0,,,1,TianYuanShuiJingUse,,,,1,0,,,,,,
82007,石榴晶(男),天缘水晶,★  [a]用途：[/]找到与自己天缘水晶颜色一致的异性，即可组队进入 “灵犀幻境”[255:0:255]（组队后任意一人点击此物品进入副本）[/]#★  [a]获取：[/]春节活动期间，系统赠送#★  [a]说明：[/]进入特殊副本“灵犀幻境”后，成功通过考验者，便可以获得丰富的奖励。,天缘水晶,2487,2487,2487,2,3,1,0,0,25,0,0,1,1,1,1,0,0,0,,,,1000,,-1,0,,-1,0,,,1,TianYuanShuiJingUse,,,,1,0,,,,,,
82008,石榴晶(女),天缘水晶,★  [a]用途：[/]找到与自己天缘水晶颜色一致的异性，即可组队进入 “灵犀幻境”[255:0:255]（组队后任意一人点击此物品进入副本）[/]#★  [a]获取：[/]春节活动期间，系统赠送#★  [a]说明：[/]进入特殊副本“灵犀幻境”后，成功通过考验者，便可以获得丰富的奖励。,天缘水晶,2486,2486,2486,2,3,1,0,0,25,0,0,1,1,1,1,0,0,0,,,,1000,,-1,0,,-1,0,,,1,TianYuanShuiJingUse,,,,1,0,,,,,,
82009,金茶晶(男),天缘水晶,★  [a]用途：[/]找到与自己天缘水晶颜色一致的异性，即可组队进入 “灵犀幻境”[255:0:255]（组队后任意一人点击此物品进入副本）[/]#★  [a]获取：[/]春节活动期间，系统赠送#★  [a]说明：[/]进入特殊副本“灵犀幻境”后，成功通过考验者，便可以获得丰富的奖励。,天缘水晶,2482,2482,2482,2,3,1,0,0,25,0,0,1,1,1,1,0,0,0,,,,1000,,-1,0,,-1,0,,,1,TianYuanShuiJingUse,,,,1,0,,,,,,
82010,金茶晶(女),天缘水晶,★  [a]用途：[/]找到与自己天缘水晶颜色一致的异性，即可组队进入 “灵犀幻境”[255:0:255]（组队后任意一人点击此物品进入副本）[/]#★  [a]获取：[/]春节活动期间，系统赠送#★  [a]说明：[/]进入特殊副本“灵犀幻境”后，成功通过考验者，便可以获得丰富的奖励。,天缘水晶,2481,2481,2481,2,3,1,0,0,25,0,0,1,1,1,1,0,0,0,,,,1000,,-1,0,,-1,0,,,1,TianYuanShuiJingUse,,,,1,0,,,,,,
82011,电气石(男),天缘水晶,★  [a]用途：[/]找到与自己天缘水晶颜色一致的异性，即可组队进入 “灵犀幻境”[255:0:255]（组队后任意一人点击此物品进入副本）[/]#★  [a]获取：[/]春节活动期间，系统赠送#★  [a]说明：[/]进入特殊副本“灵犀幻境”后，成功通过考验者，便可以获得丰富的奖励。,天缘水晶,2485,2485,2485,2,3,1,0,0,25,0,0,1,1,1,1,0,0,0,,,,1000,,-1,0,,-1,0,,,1,TianYuanShuiJingUse,,,,1,0,,,,,,
82012,电气石(女),天缘水晶,★  [a]用途：[/]找到与自己天缘水晶颜色一致的异性，即可组队进入 “灵犀幻境”[255:0:255]（组队后任意一人点击此物品进入副本）[/]#★  [a]获取：[/]春节活动期间，系统赠送#★  [a]说明：[/]进入特殊副本“灵犀幻境”后，成功通过考验者，便可以获得丰富的奖励。,天缘水晶,2484,2484,2484,2,3,1,0,0,25,0,0,1,1,1,1,0,0,0,,,,1000,,-1,0,,-1,0,,,1,TianYuanShuiJingUse,,,,1,0,,,,,,
82013,绿幽灵(男),天缘水晶,★  [a]用途：[/]找到与自己天缘水晶颜色一致的异性，即可组队进入 “灵犀幻境”[255:0:255]（组队后任意一人点击此物品进入副本）[/]#★  [a]获取：[/]春节活动期间，系统赠送#★  [a]说明：[/]进入特殊副本“灵犀幻境”后，成功通过考验者，便可以获得丰富的奖励。,天缘水晶,2489,2489,2489,2,3,1,0,0,25,0,0,1,1,1,1,0,0,0,,,,1000,,-1,0,,-1,0,,,1,TianYuanShuiJingUse,,,,1,0,,,,,,
82014,绿幽灵(女),天缘水晶,★  [a]用途：[/]找到与自己天缘水晶颜色一致的异性，即可组队进入 “灵犀幻境”[255:0:255]（组队后任意一人点击此物品进入副本）[/]#★  [a]获取：[/]春节活动期间，系统赠送#★  [a]说明：[/]进入特殊副本“灵犀幻境”后，成功通过考验者，便可以获得丰富的奖励。,天缘水晶,2488,2488,2488,2,3,1,0,0,25,0,0,1,1,1,1,0,0,0,,,,1000,,-1,0,,-1,0,,,1,TianYuanShuiJingUse,,,,1,0,,,,,,
82015,属性改造石,改造材料,★  [a]用途：[/]重置装备制造属性#★  [a]获取：[/]云游商人处出售#★  [a]说明：[/]使用迷之技术制作的最新科技成果，拥有可以使装备制造属性重置的力量,改造材料,53147,53147,53147,2,3,1,0,0,,0,0,,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82017,绝密情报,任务物品,★  [a]说明：[/]内含天空都市法斯勒地形情报,任务物品,57030,57030,57030,1,3,1,0,0,,0,0,1,,,1,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,1,0,,,,,,
82018,南瓜魔棒,道具,★  [a]用途：[/]可集齐[255:0:255]10个南瓜徽章[/]和[255:0:255]1个南瓜魔棒[/]到[255:0:255]万圣节节日官[/]处兑换经验#★  [a]获取：[/]万圣节活动期间，击杀万圣节怪物均有机会获得#★  [a]说明：[/]此道具仅在万圣节活动期间才能兑换经验,道具,2518,2518,2518,1,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
82019,冰寒晶片,道具,★  [a]用途：[/]圣诞节活动期间，可集齐一定的数量的冰寒晶片可到[255:0:255]圣诞大使[/]处兑换丰富的奖励#★  [a]获取：[/]圣诞节活动期间，击杀[255:0:255]冰雪寒宫[/]的精英怪均有机会获得#★  [a]说明：[/]此道具仅在圣诞节活动期间才能兑换奖励,道具,2544,2544,2544,1,3,1,0,0,,0,0,1,,,,0,0,0,,,,9999,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82026,剪刀,道具,剪刀,道具,2567,2567,2567,1,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
82027,布,道具,布,道具,2568,2568,2568,1,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
82028,石头,道具,石头,道具,2569,2569,2569,1,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
82030,荣誉勋章,道具,★  [a]用途：[/]可在战备军需官处兑换道具,道具,2623,2623,2623,1,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
82031,高级荣誉勋章,道具,★  [a]用途：[/]可在战备军需官处兑换道具,道具,2625,2625,2625,1,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
82032,VIP防守凭证,道具,★  [a]用途：[/]进入VIP防守浮空岛的凭证，通关VIP防守浮空岛20轮即可获得[255:0:255]大量经验奖励[/]#★  [a]说明：[/]商城出售,道具,2651,2651,2651,1,3,1,5042,0,,0,0,,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82033,荣耀之星,道具,★  [a]用途：[/]集齐多枚荣耀之星可通过游戏界面右下方卷轴兑换国庆好礼★  [a]获取：[/]“为了荣誉而战”活动期间，击杀阳光雨林、落日农庄、珊瑚群岛、娜沙湿地、月暮草场、光明遗迹出现的[255:0:255]帝国叛徒[/]或[255:0:255]联邦叛逃者[/]有几率获得“荣耀之星”,道具,2661,2661,2661,1,3,1,0,0,,0,0,,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82034,五彩晶石,神匠级装备制造材料,★  [a]用途：[/]装备神匠级制造所需道具#★  [a]获取：[/]商城出售#★  [a]说明：[/]使用神匠级装备制造，能更容易获得完美装备。,神匠级装备制造材料,2690,2690,2690,2,3,1,5020,0,,0,0,,,,,0,0,0,50,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：商城出售
82035,属性消除剂,道具,★  [a]用途：[/]装备附加属性消除所需材料#★  [a]获取：[/]商城出售#★  [a]说明：[/]在“装备改造师”处，可以使用“属性消除”功能进行对装备附加属性的消除。二档装备消耗1个，三档装备消耗2个，四档装备消耗3个。,道具,2689,2689,2689,2,3,1,5020,0,,0,0,,,,,0,0,0,500,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82036,奥丁水晶,特殊道具,★  [a]用途：[/]#用于在奥丁之锤召唤本方强力BOSS；也可以兑换各种增益BUFF★  [a]获取：击杀奥丁之锤战场的怪物获得[/]#★  [a]说明：它有着神秘的力量[/],特殊道具,53062,53062,53062,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,1,,-1,1,,,,,,,,,0,,,,,,
82037,破龙珠,特殊道具,★  [a]用途：[/]可以合成高级星级龙珠。#★  [a]获得：[/]通过活动获得。#★  [a]说明：[/]破龙珠可以找神龙使者合成一星龙珠，限活动时间内使用。,特殊道具,2717,2717,2717,2,3,1,0,0,,0,0,0,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82038,一星龙珠,特殊道具,★  [a]用途：[/]可以找神龙使者兑换BUFF。#★  [a]获得：[/]通过破龙珠合成获得。#★  [a]说明：[/]龙珠星级越高获得BUFF属性越好，限活动时间内使用。,特殊道具,2720,2720,2720,1,3,1,,0,,0,0,0,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82039,二星龙珠,特殊道具,★  [a]用途：[/]可以找神龙使者兑换BUFF。#★  [a]获得：[/]通过一星龙珠合成获得。#★  [a]说明：[/]龙珠星级越高获得BUFF属性越好，限活动时间内使用。,特殊道具,2721,2721,2721,1,3,1,,0,,0,0,0,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82040,三星龙珠,特殊道具,★  [a]用途：[/]可以找神龙使者兑换BUFF。#★  [a]获得：[/]通过二星龙珠合成获得。#★  [a]说明：[/]龙珠星级越高获得BUFF属性越好，限活动时间内使用。,特殊道具,2722,2722,2722,1,3,1,,0,,0,0,0,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82041,四星龙珠,特殊道具,★  [a]用途：[/]可以找神龙使者兑换BUFF。#★  [a]获得：[/]通过破损的三星龙珠合成获得。#★  [a]说明：[/]龙珠星级越高获得BUFF属性越好，限活动时间内使用。,特殊道具,2723,2723,2723,1,3,1,,0,,0,0,0,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82042,五星龙珠,特殊道具,★  [a]用途：[/]可以找神龙使者兑换BUFF。#★  [a]获得：[/]通过四星龙珠合成获得。#★  [a]说明：[/]龙珠星级越高获得BUFF属性越好，限活动时间内使用。,特殊道具,2724,2724,2724,1,3,1,,0,,0,0,0,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82043,六星龙珠,特殊道具,★  [a]用途：[/]可以找神龙使者兑换BUFF。#★  [a]获得：[/]通过五星龙珠合成获得。#★  [a]说明：[/]龙珠星级越高获得BUFF属性越好，限活动时间内使用。,特殊道具,2725,2725,2725,1,3,1,,0,,0,0,0,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82044,七星龙珠,特殊道具,★  [a]用途：[/]可以找神龙使者许愿和兑换BUFF。#★  [a]获得：[/]通过六星龙珠合成获得。#★  [a]说明：[/]龙珠星级越高获得BUFF属性越好，限活动时间内使用。,特殊道具,2726,2726,2726,1,3,1,,0,,0,0,0,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82500,兔宝宝幼崽,道具,★  [a]用途：[/]可在庄园畜牧场培养成白兔宝宝，成熟后可收获金果#★  [a]获取：[/]庄园饲养员处使用金果购买获得#★  [a]说明：[/]可通过庄园[255:0:255]1级畜牧场[/]培养，饲养时需要消耗40点活力值,道具,2391,2391,2391,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82501,白兔宝宝幼崽,道具,★  [a]用途：[/]无#★  [a]获取：[/]庄园畜牧场中操作白兔宝宝生产时获得#★  [a]说明：[/]不可通过庄园畜牧场培养,道具,2391,2391,2391,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82502,粉红兔宝宝幼崽,道具,★  [a]用途：[/]可在庄园畜牧场培养成粉红兔宝宝#★  [a]获取：[/]庄园畜牧场中白兔宝宝生产时有概率获得#★  [a]说明：[/]可通过庄园[255:0:255]1级畜牧场[/]培养，饲养时需要消耗40点活力值,道具,2393,2393,2393,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82503,蓝兔宝宝幼崽,道具,★  [a]用途：[/]可在庄园畜牧场培养成蓝兔宝宝#★  [a]获取：[/]庄园畜牧场中白兔宝宝生产时有概率获得#★  [a]说明：[/]可通过庄园[255:0:255]1级畜牧场[/]培养，饲养时需要消耗40点活力值,道具,2392,2392,2392,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
82504,陆行鸟蛋,道具,★  [a]用途：[/]可在庄园畜牧场培养成金色陆行鸟，成熟后可收获金果#★  [a]获取：[/]庄园饲养员处使用金果购买获得#★  [a]说明：[/]可通过庄园[255:0:255]2级畜牧场[/]培养，饲养时需要消耗60点活力值,道具,2387,2387,2387,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
