1,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,购物卷买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切换地图是否消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,参数1,参数2,参数3,参数4,luA函数名
38301,田园－2级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27561,0,0,0,
38302,田园－3级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27562,0,0,0,
38303,田园－4级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27563,0,0,0,
38304,田园－5级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27564,0,0,0,
38305,田园－6级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27565,0,0,0,
38306,田园－6级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27566,0,0,0,
38307,田园－7级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27567,0,0,0,
38308,田园－7级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27568,0,0,0,
38309,田园－8级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27569,0,0,0,
38310,田园－8级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27570,0,0,0,
38311,田园－9级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27571,0,0,0,
38312,田园－9级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27572,0,0,0,
38313,田园－10级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27573,0,0,0,
38314,田园－10级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27574,0,0,0,
38315,蜘蛛－1级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27575,0,0,0,
38316,蜘蛛－2级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27576,0,0,0,
38317,蜘蛛－3级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27577,0,0,0,
38318,蜘蛛－4级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27578,0,0,0,
38319,蜘蛛－5级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27579,0,0,0,
38320,蜘蛛－6级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27580,0,0,0,
38321,蜘蛛－6级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27581,0,0,0,
38322,蜘蛛－7级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27582,0,0,0,
38323,蜘蛛－7级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27583,0,0,0,
38324,蜘蛛－8级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27584,0,0,0,
38325,蜘蛛－8级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27585,0,0,0,
38326,蜘蛛－9级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27586,0,0,0,
38327,蜘蛛－9级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27587,0,0,0,
38328,蜘蛛－10级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27588,0,0,0,
38329,蜘蛛－10级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27589,0,0,0,
38330,涂鸦－1级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27590,0,0,0,
38331,涂鸦－2级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27591,0,0,0,
38332,涂鸦－3级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27592,0,0,0,
38333,涂鸦－4级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27593,0,0,0,
38334,涂鸦－5级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27594,0,0,0,
38335,涂鸦－6级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27595,0,0,0,
38336,涂鸦－6级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27596,0,0,0,
38337,涂鸦－7级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27597,0,0,0,
38338,涂鸦－7级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27598,0,0,0,
38339,涂鸦－8级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27599,0,0,0,
38340,涂鸦－8级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27600,0,0,0,
38341,涂鸦－9级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27601,0,0,0,
38342,涂鸦－9级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27602,0,0,0,
38343,涂鸦－10级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27603,0,0,0,
38344,涂鸦－10级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27604,0,0,0,
38345,圣诞－主题装饰(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]圣诞活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26134,0,0,0,
38346,圣诞－坐垫(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]圣诞活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26135,0,0,0,
38347,圣诞－宝箱(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]圣诞活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26136,0,0,0,
38348,圣诞－杂物箱(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]圣诞活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26137,0,0,0,
38349,圣诞－阳台东南(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]圣诞活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26138,0,0,0,
38350,圣诞－阳台西南(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]圣诞活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26139,0,0,0,
38351,圣诞－壁橱(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]圣诞活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26140,0,0,0,
38352,新年－鞭炮(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]新年活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26141,0,0,0,
38353,新年－壁炉(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]新年活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26142,0,0,0,
38354,新年－阳台东南(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]新年活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26143,0,0,0,
38355,新年－阳台西南(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]新年活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26144,0,0,0,
38356,新年－福字贴(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]新年活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26145,0,0,0,
38357,新年－红灯笼(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]新年活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26146,0,0,0,
38358,新年－牛头装饰(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]新年活动产出#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26147,0,0,0,
