物品ID,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,买入购物券,买入士气,点券购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切地图消失,冷却ID,排序等级,,,,,,,,BcmPickupMessage,long lDropCallLua,long lParam_1,long lParam_2,long lParam_3,需求技能,基本效果ID1,基本效果ID2,基本效果ID3,基本效果ID4,基本效果ID5,基本效果ID6,基本效果ID7,基本效果ID8,卡片数,卡片数,精炼等级?,最大耐久上限,装备种类,套装ID,攻击速度,攻击动作,鉴定费用,可装备的位置1,可装备的位置2,可装备的位置3,可装备的位置4,制造属性1的ID1，固定类型,制造属性2的ID2，固定类型,制造属性3的ID，不可升级,精炼属性ID,精炼的3级熟练度配置,lE_Slot_Min,lE_Slot_Max,部件ID1,男外形_游1,女外形_游1,男外形1,女外形1,部件ID2,男外形_游2,女外形_游2,男外形2,女外形2,部件ID3,男外形_游3,女外形_游3,男外形3,女外形3,lHideHair,lHideHair,lHideHair,能否升级,合成原料1,原料1数量,合成原料2,原料2数量,合成原料3,原料3数量,合成原料4,原料4数量,合成原料5,原料5数量,可镶嵌的宝石种类,可镶嵌的宝石档次上限,,long lULShowID[UL_STATEID_MAX],NeedSex,lAddCallLua,lNotShowBedeck,lAddTimeNeedNum,RepairPayforType,装备降级类型
11101,圣诞服[白银女装](3档),圣诞服,圣诞老人赐福的礼物，拥有了它就会受到圣诞老人的神光保佑。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2216,2216,2216,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,4481,,4485,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,2,,,1,,
11102,小蜜蜂花带[白银女装](3档),小蜜蜂花带,鲜艳的花带上居然还有2根可爱的触须，无论你走到哪里都会带去阳光般的绚彩。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104256,104256,104256,3,1,1,2007,0,21,0,0,,1,,,,,,500,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,2321,,2325,-1,,,,,-1,,,,,,,1,,,,,,,,,,,,1002,3,,,2,,,1,,
11103,小蜜蜂之舞[白银女装](3档),小蜜蜂之舞,本年度最俏皮的装扮，让心仪的他在花蜜的味道中沉醉吧。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104252,104252,104252,3,1,5,2007,0,21,0,0,,1,,,,,,750,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,2316,,2330,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,2,,,1,,
11104,花冠女王头饰[白银女装](3档),用魔法元素编织出的绝世花冠。,用魔法元素编织出的绝世花冠，让每个男人都一见倾心。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104417,104417,104417,3,1,1,2007,0,21,0,0,,1,,,,,,3500,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,2516,,2499,-1,,,,,-1,,,,,,,1,,,,,,,,,,,,1002,3,,,2,,,1,,
11105,花冠女王婚纱[白银女装](3档),无数温柔的蕾丝将尊贵的新娘紧紧包围。,无数温柔的蕾丝将尊贵的新娘紧紧包围。多么富丽而高贵。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104416,104416,104416,3,1,5,2007,0,21,0,0,,1,,,,,,4000,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,2519,,2502,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,2,,,1,,
11106,白金爵士礼帽[白银男装](3档),这顶礼帽就是尊贵的象征。,这顶礼帽就是尊贵的象征。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104434,104434,104434,3,1,1,2007,0,21,0,0,,1,,,,,,3500,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,2486,,2492,,-1,,,,,-1,,,,,,1,,,,,,,,,,,,,1002,3,,,1,,,1,,
11107,白金爵士礼服[白银男装](3档),集千般华丽于一身的礼服，让你在婚礼中闪亮耀眼。,集千般华丽于一身的礼服，让你在婚礼中闪亮耀眼。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104435,104435,104435,3,1,5,2007,0,21,0,0,,1,,,,,,4000,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,2489,,2495,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,1,,
11108,翎羽头带[黄金女装](3档),翎羽头带[黄金女装](3档),头带上的缀饰翎毛，显出别样的风情。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2112,2112,2112,3,1,1,2007,0,21,0,0,,1,,,,,,2500,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632007,640002,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,4283,,4287,-1,,,,,-1,,,,,,,1,,,,,,,,,,,,1003,3,,,2,,,2,,
11109,魅惑天使装[黄金女装](3档),魅惑天使装[黄金女装](3档),圣洁之中带点性感，妩媚之中透出端庄，天使和魔鬼的完美结合。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2113,2113,2113,3,1,5,2007,0,21,0,0,,1,,,,,,3000,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632008,639002,641004,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,4286,,4290,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1003,3,,,2,,,2,,
11110,贵族礼帽[黄金男装](3档),贵族礼帽[黄金女装](3档),礼帽上缀饰着高雅的羽毛，是高贵绅士的最佳选择。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2117,2117,2117,3,1,1,2007,0,21,0,0,,1,,,,,,2500,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632007,640002,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,4296,,4300,,-1,,,,,-1,,,,,,1,,,,,,,,,,,,,1003,3,,,1,,,2,,
11111,高贵戎装[黄金男装](3档),高贵戎装[黄金女装](3档),野性彪悍、异域风情，正义的化身，英雄的代表。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2118,2118,2118,3,1,5,2007,0,21,0,0,,1,,,,,,3000,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632008,639002,641003,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,4297,,4301,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1003,3,,,1,,,2,,
11112,永恒之心,永恒之心，最低等级需要20级。,还有什么比永恒之心更珍贵呢，用你的生命去珍藏它吧。[/]#★ [a]该饰品带上前不会绑定[/]#★ [a]最低等级需要20级。[/],,2277,2277,2277,3,1,3,3004,0,20,0,0,0,1,0,1,30,,0,,0,,1,0,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632009,639003,640003,,,,,,,,,12800,18,,,,,2,-1,-1,-1,,,,,,,,19,4630,4631,4633,4632,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
11113,节日招财帽,戴上节日帽，自然大富大贵，招财进宝。,戴上节日帽，自然大富大贵，招财进宝。只能男性角色使用。[/]#★ [a]该服饰拾取后绑定[/]#★ [a]最低等级需求21级[/],,104705,104705,104705,3,1,1,2007,0,21,0,0,,1,,,,,,2000,10,,1,,-1,1,1,259200,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,3124,,3127,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
11114,节日招财装,让你象招财童子般人见人爱，热闹过节日。,让你象招财童子般人见人爱，热闹过节日。只能男性角色使用。[/]#★ [a]该服饰拾取后绑定[/]#★ [a]最低等级需求21级[/],,104706,104706,104706,3,1,5,2007,0,21,0,0,,1,,,,,,2500,12,,1,,-1,1,1,259200,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,3130,,3131,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
11115,节日鸿运帽,节日里，祝您鸿运当头！,节日里，祝您鸿运当头！只能女性角色使用。[/]#★ [a]该服饰拾取后绑定[/]#★ [a]最低等级需求21级[/],,104703,104703,104703,3,1,1,2007,0,21,0,0,,1,,,,,,2000,10,,1,,-1,1,1,259200,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,3111,,3118,-1,,,,,-1,,,,,1,,,,,,,,,,,,,,,,,,2,,,1,,
11116,节日鸿运装,艳丽喜庆的红装，穿上身就舍不得脱下来。,艳丽喜庆的红装，穿上身就舍不得脱下来。只能女性角色使用。[/]#★ [a]该服饰拾取后绑定[/]#★ [a]最低等级需求21级[/],,104704,104704,104704,3,1,5,2007,0,21,0,0,,1,,,,,,2500,12,,1,,-1,1,1,259200,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,3115,,3122,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,
11117,蓝色约定,蓝色约定（女性角色不可购买）,★  淡蓝色的发丝犹如天空般纯净，象征相守一生的约定（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11118,金色守护,金色守护（女性角色不可购买）,★  闪耀着金色的耀眼光辉，代表坚定的守护意志。（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11119,橘色荆棘,橘色荆棘（女性角色不可购买）,★  橘黄色层叠有序的碎发，彰显心中张扬的个性。（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11120,红色怒焰,红色怒焰（女性角色不可购买）,★  红色如火好像怒焰的发型，显出昂扬的斗志。（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11121,枫色温柔,枫色温柔（女性角色不可购买）,★  温婉如约，枫叶飘红般的凌乱发型（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11122,栗色温情,栗色温情（女性角色不可购买）,★  粟色的柔顺发丝代表着丝丝暖入心扉的温情（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11123,雪色哀伤,雪色哀伤（女性角色不可购买）,★  霜白的飘逸发型，带着淡淡的雪色哀伤。（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11124,草色萌动,草色萌动（女性角色不可购买）,★  淡青色发丝随风摆动，洋溢着无限青春的魅力。（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11125,灰色朦胧,灰色朦胧（女性角色不可购买）,★  淡灰色的朦胧长发，象征青春的懵懂。（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11126,棕色飞扬,棕色飞扬（女性角色不可购买）,★  棕色跳脱的发型，有一股青春飞扬的感觉。（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11127,褐色叛逆,褐色叛逆（女性角色不可购买）,★  褐色的张扬发式，青春叛逆的心里彰显无疑。（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11128,沙色旋涡,沙色旋涡（女性角色不可购买）,★  土黄色的漩涡发型，秀出自我的色彩（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11129,酒色经典,酒色经典（女性角色不可购买）,★  琥珀酒色的柔顺造型，像是回味中古世纪的经典（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11130,木色格调,木色格调（女性角色不可购买）,★  淡黄色的充满格调的魅力发型，一举一动都是众人的焦点。（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11131,桃色诱惑,桃色诱惑（女性角色不可购买）,★  桃红色的诱惑，散发出迷人魅力的色彩。（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11132,青色洒脱,青色洒脱（女性角色不可购买）,★  绿色的个性发型，透出青春的气息，洒脱的个性（女性角色不可使用）,,,,,2,1,1,2007,0,0,0,0,,1,,,,,,200,5,,1,,-1,1,1,-1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11133,虎耳铃铛 [白银男装](3档),虎耳铃铛 [白银男装](3档),特殊金属制作而成的虎王金铃，声音清越激扬，慑人心弦，透出一股不容抗拒的韵味！只能男性角色使用。[/]#★ [a]该服饰穿上前不会绑定[/],,2267,2267,2267,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,4635,,4639,,-1,,,,,-1,,,,,1,,,,,,,,,,,,,,1002,,,,1,,,1,,
11134,金纹虎仔装 [白银男装](3档),金纹虎仔装 [白银男装](3档),天下虎气精华汇聚成的虎王战甲，色彩斑斓、样式威武，穿在身上透出一股虎踞天下的霸气。只能男性角色使用。[/]#★ [a]该服饰穿上前不会绑定[/],,2274,2274,2274,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,4637,,4641,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,,,,1,,,1,,
11135,虎耳铃铛 [白银女装](3档),虎耳铃铛 [白银女装](3档),特殊金属制作而成的虎王金铃，声音清越激扬，婉转激荡，散发出一股妩媚迷人的韵味。只能女性角色使用。[/]#★ [a]该服饰穿上前不会绑定[/],,2273,2273,2273,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,4643,,4647,-1,,,,,-1,,,,,1,,,,,,,,,,,,,,1002,,,,2,,,1,,
11136,金纹虎妞装 [白银女装](3档),金纹虎妞装 [白银女装](3档),天下虎气精华汇聚成的虎王战衣，色彩斑斓、样式可爱，穿在身上一种唯美的视觉特效呈现在眼前。只能女性角色使用。[/]#★ [a]该服饰穿上前不会绑定[/],,2272,2272,2272,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,4645,,4649,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,,,,2,,,1,,
11137,虎头兜帽 [白银男装](3档),虎头兜帽 [白银男装](3档),虎头形状的帽子，与乖乖虎男装搭配在一起穿戴，整个乖巧形象再次升级，迷死万千少女。只能男性角色使用。[/]#★ [a]该服饰穿上前不会绑定[/],,2271,2271,2271,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,4634,,4638,,-1,,,,,-1,,,,,,1,,,,,,,,,,,,,1002,,,,1,,,1,,
11138,银纹虎仔装 [白银男装](3档),银纹虎仔装 [白银男装](3档),模仿老虎外形特制的短装，时尚达人的最爱，俏皮可爱的邻家大男孩造型，时下美女最为瞩目的典型。只能男性角色使用。[/]#★ [a]该服饰穿上前不会绑定[/],,2270,2270,2270,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,4636,,4640,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,,,,1,,,1,,
11139,虎头兜帽 [白银女装](3档),虎头兜帽 [白银女装](3档),虎头形状的帽子，与乖乖虎女装搭配在一起穿戴，整个惹人怜爱的感觉再次升级，风靡万千男士。只能女性角色使用。[/]#★ [a]该服饰穿上前不会绑定[/],,2269,2269,2269,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,4642,,4646,-1,,,,,-1,,,,,,,1,,,,,,,,,,,,1002,,,,2,,,1,,
11140,银纹虎妞装 [白银女装](3档),银纹虎妞装 [白银女装](3档),乖乖虎女装：模仿老虎外形特制的短装，酷炫达人的最爱，俏皮可爱的邻家少女形象，成为众位男士追捧的对象。只能女性角色使用。[/]#★ [a]该服饰穿上前不会绑定[/],,2268,2268,2268,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,4644,,4648,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,,,,2,,,1,,
11141,巨神盾[1档],1档,★ 增加大量的基础防御[/]#★ [a]该装备同时只能拥有两件[/],士气装备,67502,67502,67502,1,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722001,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11142,巨神盾[2档],2档,★ 增加大量的基础防御[/]#★ [a]该装备同时只能拥有两件[/],士气装备,67502,67502,67502,2,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722002,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11143,巨神盾[3档],3档,★ 增加大量的基础防御[/]#★ [a]该装备同时只能拥有两件[/],士气装备,67502,67502,67502,3,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722003,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11144,巨神盾[4档],4档,★ 增加大量的基础防御[/]#★ [a]该装备同时只能拥有两件[/],士气装备,67502,67502,67502,4,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722004,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11145,巨神盾[5档],5档,★ 增加大量的基础防御[/]#★ [a]该装备同时只能拥有两件[/],士气装备,67502,67502,67502,5,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722005,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11146,巨神盾[6档],6档,★ 增加大量的基础防御[/]#★ [a]该装备同时只能拥有两件[/],士气装备,67502,67502,67502,6,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722006,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147,巨神盾[7档],7档,★ 增加大量的基础防御[/]#★ [a]该装备同时只能拥有两件[/],士气装备,67502,67502,67502,7,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722007,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148,巨神盾[8档],8档,★ 增加大量的基础防御[/]#★ [a]该装备同时只能拥有两件[/],士气装备,67502,67502,67502,8,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722008,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149,巨神盾[9档],9档,★ 增加大量的基础防御[/]#★ [a]该装备同时只能拥有两件[/],士气装备,67502,67502,67502,9,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722009,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11150,巨神盾[10档],10档,★ 增加大量的基础防御[/]#★ [a]该装备同时只能拥有两件[/],士气装备,67502,67502,67502,10,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722010,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11151,巨神盾[11档],11档,★ 增加大量的基础防御[/]#★ [a]该装备同时只能拥有两件[/],士气装备,67502,67502,67502,11,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722011,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11152,巨神剑[1档],1档,★ 增加大量的物理攻击[/]#★ [a]该装备同时只能拥有两件[/],士气装备,62004,62004,62004,1,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722012,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11153,巨神剑[2档],2档,★ 增加大量的物理攻击[/]#★ [a]该装备同时只能拥有两件[/],士气装备,62004,62004,62004,2,1,,0,2,0,0,0,,,,,,,0,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,722013,,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
